workerid,hitId,condition,phase,item_name,response,onTime
668ad871a1139f6fd4158d04,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,coin,True
668ad871a1139f6fd4158d04,66bcb3acc2bf9a8a4fb322dd,generate,practice,coat,coat,True
668ad871a1139f6fd4158d04,66bcb3acc2bf9a8a4fb322dd,generate,practice,ball,case,True
668ad871a1139f6fd4158d04,66bcb3acc2bf9a8a4fb322dd,generate,test,long,frame,True
6439e861eda272218b2abec6,66bcb3acc2bf9a8a4fb322dd,generate,practice,blood,blood,False
6439e861eda272218b2abec6,66bcb3acc2bf9a8a4fb322dd,generate,practice,band,Band,True
6439e861eda272218b2abec6,66bcb3acc2bf9a8a4fb322dd,generate,practice,gold,Gold,True
6439e861eda272218b2abec6,66bcb3acc2bf9a8a4fb322dd,generate,test,ball,ball,True
5f2732c17f64f043dd83bdbb,66bcb3acc2bf9a8a4fb322dd,coach,practice,long,long,True
5f2732c17f64f043dd83bdbb,66bcb3acc2bf9a8a4fb322dd,coach,practice,day,day,True
5f2732c17f64f043dd83bdbb,66bcb3acc2bf9a8a4fb322dd,coach,practice,blue,blue,True
5f2732c17f64f043dd83bdbb,66bcb3acc2bf9a8a4fb322dd,coach,test,space,air,True
66b17a99b67f368116866c88,66bcb3acc2bf9a8a4fb322dd,coach,practice,coat,coat,True
66b17a99b67f368116866c88,66bcb3acc2bf9a8a4fb322dd,coach,practice,ball,ball,True
66b17a99b67f368116866c88,66bcb3acc2bf9a8a4fb322dd,coach,practice,snow,snow,True
66b17a99b67f368116866c88,66bcb3acc2bf9a8a4fb322dd,coach,test,space,navy,True
667ac74b326f8ab38d0cb18d,66bcb3acc2bf9a8a4fb322dd,generate,practice,blood,Blood,True
667ac74b326f8ab38d0cb18d,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,Short,True
667ac74b326f8ab38d0cb18d,66bcb3acc2bf9a8a4fb322dd,generate,practice,spider,Super,True
667ac74b326f8ab38d0cb18d,66bcb3acc2bf9a8a4fb322dd,generate,test,door,Log,True
667da24a3c9c2144a2c19be5,66bcb3acc2bf9a8a4fb322dd,generate,practice,long,big,False
667da24a3c9c2144a2c19be5,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,black,False
667da24a3c9c2144a2c19be5,66bcb3acc2bf9a8a4fb322dd,generate,practice,space,big,False
667da24a3c9c2144a2c19be5,66bcb3acc2bf9a8a4fb322dd,generate,test,blood,low,True
6626f18372aacd362b3a4fe2,66bcb3acc2bf9a8a4fb322dd,absent,practice,band,band,True
6626f18372aacd362b3a4fe2,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True
6626f18372aacd362b3a4fe2,66bcb3acc2bf9a8a4fb322dd,absent,practice,long,Black,False
6626f18372aacd362b3a4fe2,66bcb3acc2bf9a8a4fb322dd,absent,test,trap,Beach,False
6694980a250e449b57c018cc,66bcb3acc2bf9a8a4fb322dd,generate,practice,snow,snow,True
6694980a250e449b57c018cc,66bcb3acc2bf9a8a4fb322dd,generate,practice,blood,blood,True
6694980a250e449b57c018cc,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,bar,True
6694980a250e449b57c018cc,66bcb3acc2bf9a8a4fb322dd,generate,test,bank,bank,True
65b69162f92e8eb2b3c20873,66bcb3acc2bf9a8a4fb322dd,absent,practice,ball,ball,True
65b69162f92e8eb2b3c20873,66bcb3acc2bf9a8a4fb322dd,absent,practice,gold,gold,True
65b69162f92e8eb2b3c20873,66bcb3acc2bf9a8a4fb322dd,absent,practice,coat,coat,True
65b69162f92e8eb2b3c20873,66bcb3acc2bf9a8a4fb322dd,absent,test,long,long,True
5cab944b41de360017e2c3db,66bcb3acc2bf9a8a4fb322dd,generate,practice,bar,Bar,True
5cab944b41de360017e2c3db,66bcb3acc2bf9a8a4fb322dd,generate,practice,space,Space,True
5cab944b41de360017e2c3db,66bcb3acc2bf9a8a4fb322dd,generate,practice,blue,Blue,True
5cab944b41de360017e2c3db,66bcb3acc2bf9a8a4fb322dd,generate,test,bank,Bank,True
66882270151cacf387e98f9f,66bcb3acc2bf9a8a4fb322dd,coach,practice,gold,catfish,True
66882270151cacf387e98f9f,66bcb3acc2bf9a8a4fb322dd,coach,practice,band,fastaid,True
66882270151cacf387e98f9f,66bcb3acc2bf9a8a4fb322dd,coach,practice,bar,goldmine,True
66882270151cacf387e98f9f,66bcb3acc2bf9a8a4fb322dd,coach,test,blue,birdman,True
66bac9434fc0890571905fd5,66bcb3acc2bf9a8a4fb322dd,generate,practice,space,Space,True
66bac9434fc0890571905fd5,66bcb3acc2bf9a8a4fb322dd,generate,practice,door,Door,True
66bac9434fc0890571905fd5,66bcb3acc2bf9a8a4fb322dd,generate,practice,day,Day,True
66bac9434fc0890571905fd5,66bcb3acc2bf9a8a4fb322dd,generate,test,bar,Heart,True
