workerid,hitId,condition,How Creative?-1,Increased AI use makes you feel-1,q1,q2,q3,q4,Hide Time,Page Load,q6,q7,How Creative?-2
5c0ca233632102000147c7db,66dd0fe39bfb33794b562bc9,generate,52,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:15:26.427Z,thinking,no,48
5d128047b88c440001294edd,66dd0fe39bfb33794b562bc9,absent,9,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:19:31.918Z,try words until it fits all three,no,10
5f4fbebb8bb76c0c01881651,66dd0fe39bfb33794b562bc9,coach,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:17:36.538Z,trying to think of associated words,no,50
66a02d9f096b73fc1911bf25,66dd0fe39bfb33794b562bc9,absent,60,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:15:47.967Z,"Just brainstorming, trying to think of a connection, which I was a complete failure in accomplishing! Trying different words that would work for one or even two, but never all three.",No,15
58eeb1f3575c01000180b0a2,66dd0fe39bfb33794b562bc9,absent,25,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:16:50.260Z,think a word and read togather with other to see if they fits,no,35
5c0f3c41a166d70001387ab2,66dd0fe39bfb33794b562bc9,absent,60,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:18:11.509Z,"thinking of associated words for the first two, then moving on to the third",no :),60
5c28b31a0091e40001ca5030,66dd0fe39bfb33794b562bc9,coach,30,More excited than concerned,Very difficult,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:17:03.651Z,think of words that went with each 3 words,no,11
66b3926a1f92875872e81646,66dd0fe39bfb33794b562bc9,coach,2,More excited than concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:16:56.691Z,think of a word that relates with one of the words and see if it relates to the others,no,0
66d04b4f8c9b90e6012a510e,66dd0fe39bfb33794b562bc9,generate,74,More excited than concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:18:54.321Z,listing all words which linked to the first word shown,No,54
655787260bb8fc2312e39cd5,66dd0fe39bfb33794b562bc9,generate,69,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:23.607Z,Thinking of related words,No,57
5edff4f2ffed853362263267,66dd0fe39bfb33794b562bc9,coach,75,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:18:56.563Z,"Scribbled on paper, sometimes it was easy. First one was quite hard.",no,62
562a00dac8ffc20012513fbe,66dd0fe39bfb33794b562bc9,absent,20,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:18:12.799Z,I started with 1 of the words and just thought of what was associated with it and then thought if it would also work with the other 2 words.,no,21
6694f7d49935de46241d49b3,66dd0fe39bfb33794b562bc9,coach,57,More excited than concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:19:35.244Z,i didnt really have one,no,58
5d3bfbebfd9694001a2d0f99,66dd0fe39bfb33794b562bc9,generate,33,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:18:59.290Z,I didn't have one,No,20
61671a9d42eb53946faa44c2,66dd0fe39bfb33794b562bc9,coach,60,More excited than concerned,Somewhat easy,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:19:51.709Z,Association,No,57
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
5eb811d9d978b174c3a80141,66dd0fe39bfb33794b562bc9,generate,60,More excited than concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:20:10.121Z,Just thinking about any link,None,61
62029c74ef1cb18a1337c9f8,66dd0fe39bfb33794b562bc9,generate,25,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:18:03.290Z,Saying them out loud to try and find the associated word.,No,25
6659e562c7db23b188ccbad3,66dd0fe39bfb33794b562bc9,generate,68,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:18:29.851Z,Reading them and seeing what commons theme came up,No,75
666edcb0dc9f2e1de77b2e9e,66dd0fe39bfb33794b562bc9,absent,55,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:18:34.046Z,I found the similarities between the words shown then ran through words that would fit one then all.,None,60
665e0b476729405c7a659960,66dd0fe39bfb33794b562bc9,coach,48,Equally excited and concerned,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:02.651Z,just looking at thw words,none,21
5ec6d054e1f1a71078cfbcda,66dd0fe39bfb33794b562bc9,absent,30,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:18:52.144Z,I didnt have one,no,31
58bb48b71c81f300014468a3,66dd0fe39bfb33794b562bc9,generate,70,More concerned than excited,Very easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:16:08.679Z,"Thinking about associations between the words, meaning and the way they are used in expressions.",No,70
5ea04f7f43bc6507508c9aba,66dd0fe39bfb33794b562bc9,coach,79,More concerned than excited,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:19:29.582Z,Intuition and a good grasp of the concept,no,73
66cf306107ad4fcf4bef6f2f,66dd0fe39bfb33794b562bc9,absent,20,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:18:15.176Z,Look at one word and find a word it associates with. See how it sounds with the other words. Struggles with the first question understood the last one.,no,17
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,27,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:20:23.465Z,"Think of works that work well for all three, process of eliminating words that don't correspond",n/A,7
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,27,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:20:23.465Z,"Think of works that work well for all three, process of eliminating words that don't correspond",n/A,7
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
6384e15759e14ef5020366fd,66dd0fe39bfb33794b562bc9,coach,60,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:44.430Z,Rely on naturally acquired vocabulary,No,60
668e895693c5b4a23b6d8ae4,66dd0fe39bfb33794b562bc9,coach,73,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:17:34.514Z,Thinking fast and creativity,No,70
5ae09751e0feeb0001caf94d,66dd0fe39bfb33794b562bc9,generate,60,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:17:05.261Z,"I tried to think of an easy word to connect the three words, my auti.stic mind which can see a lot of connections may have helped.",None,60
669035c96802d4435474db44,66dd0fe39bfb33794b562bc9,coach,67,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:19:55.753Z,I just kept saying words until something sounded ok,no,67
59fa3f3705d1d60001f149da,66dd0fe39bfb33794b562bc9,generate,28,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:19:46.617Z,Went word by word trying to come up with something related to them that would also be applicable to previous word,No,21
63ceed4669bb4db75ade6a1c,66dd0fe39bfb33794b562bc9,absent,14,More excited than concerned,Very easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:20:44.118Z,think of words coming before or after one of the words,no,15
5d514a73f20feb00160b5e0e,66dd0fe39bfb33794b562bc9,coach,61,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:20:39.840Z,I pictured the 3 items or scenes and tried to see whether they inspired a 4th word,No,56
634689209c4779c9b181ff9f,66dd0fe39bfb33794b562bc9,coach,32,More excited than concerned,Somewhat difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:19:32.298Z,Try to find words that associate with one word and then see if they go with the other two.,No,24
6659d82d38b4b8b14d633afd,66dd0fe39bfb33794b562bc9,absent,0,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:18:51.536Z,I tried to remember if I had seen or heard anything alike in the past,No,0
62a12aee913c1c1a20613418,66dd0fe39bfb33794b562bc9,coach,65,More concerned than excited,Very difficult,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:20:07.991Z,Run through the words in my head one by one trying to think of all the synonyms or associated words then attempt to find a pattern,n/a,65
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,39,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:19:58.054Z,I would try and think of the first word and something that I would associate with it. I would then go on to the next and see if it fit with that one too. I would then try with each word.,No :),29
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,39,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:19:58.054Z,I would try and think of the first word and something that I would associate with it. I would then go on to the next and see if it fit with that one too. I would then try with each word.,No :),29
61112576c81c42b0409bd52a,66dd0fe39bfb33794b562bc9,coach,22,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:50.718Z,Just guessing,no,20
62c47e133958edd348b6b525,66dd0fe39bfb33794b562bc9,absent,63,More concerned than excited,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:20:19.002Z,thinking out the box,N/A,66
58bd6fb131de840001e84778,66dd0fe39bfb33794b562bc9,absent,29,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:20:42.067Z,did not have a strategy,no,26
62cdb59eb5cfe2052ca5074c,66dd0fe39bfb33794b562bc9,absent,36,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:18:40.241Z,Saying the words out loud,No,62
5f0c86cbe4af1361b7158f3e,66dd0fe39bfb33794b562bc9,coach,100,More excited than concerned,Very easy,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:20:49.279Z,no strategy,no,100
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,29,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:21:36.462Z,I thought of connections between the words,no,13
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,29,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:21:36.462Z,I thought of connections between the words,no,13
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,75,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:19:55.418Z,first thing that came to mind.,no,70
6127d9f67a9a57d0ef7a6f52,66dd0fe39bfb33794b562bc9,generate,15,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:21:30.660Z,Just to think carefully and say a few options to myself,no,15
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,75,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:19:55.418Z,first thing that came to mind.,no,70
652bf847a639f4cb5c297156,66dd0fe39bfb33794b562bc9,coach,49,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:20:43.908Z,Just to try and think of something which associated at least two of the words,no,27
66a11485a81bfaef91fd51b0,66dd0fe39bfb33794b562bc9,coach,39,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:20:07.309Z,repetition,snake crashed multiple times,45
63d40228c2fb877b0bfe84ec,66dd0fe39bfb33794b562bc9,absent,26,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:19:12.282Z,"Trying to find words associated with one of the words and then worked out if it associated with the other ones. If I couldn't find any in the first word I would move onto the second, if not the third.",No,15
592a8ee1dd1a250001b4ee72,66dd0fe39bfb33794b562bc9,generate,59,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:21:15.484Z,Just trying to think of suitable words/phrases,no,52
5a3c1f1ef9451a00011e6f4e,66dd0fe39bfb33794b562bc9,generate,57,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:21:03.346Z,SAID THE WORDS OUT LOUD,NO,45
59d62ad5f50cfe000125d96b,66dd0fe39bfb33794b562bc9,coach,20,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:18:34.604Z,Not sure I had a strategy,No idea what a 'snake' game is....,20
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
665b1daa6f53305291fbeb5f,66dd0fe39bfb33794b562bc9,generate,31,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:21:14.084Z,trying to see what word can go before they 3 words,No,31
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
665b1daa6f53305291fbeb5f,66dd0fe39bfb33794b562bc9,generate,31,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:21:14.084Z,trying to see what word can go before they 3 words,No,31
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
6286ad40f6f08677959e431e,66dd0fe39bfb33794b562bc9,coach,22,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:53.521Z,Thinking of an associated word for one and seeing if it fit for the other two.,Nope.,15
5ea9b62d21f5961002f796d0,66dd0fe39bfb33794b562bc9,absent,64,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:19:50.613Z,Trying to think of a word associated with one and if that would work with the others.,No,67
668bb93b4eb858cd5cc42786,66dd0fe39bfb33794b562bc9,generate,81,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:19:36.585Z,Say them out loud with words I think they may be and then see which one fits best.,"The snake game kept stopping and starting, but that was fine! I wasn't really sure what I was meant to be doing there as I have never played Snake before, but did get the hang of it. Thank you :-)",75
5cfe7e8bc2acc60001196300,66dd0fe39bfb33794b562bc9,generate,57,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:17:26.152Z, i just had to sit and think....find words that linked one of the words then work backwards,none apart from my brain,59
60f2ec03523f3fb746b23807,66dd0fe39bfb33794b562bc9,generate,75,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:44.201Z,I just pondered. When I thought of a possible word I checked it by considering its naturalness with each of the 3 words,no,70
60f2ec03523f3fb746b23807,66dd0fe39bfb33794b562bc9,generate,75,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:44.201Z,I just pondered. When I thought of a possible word I checked it by considering its naturalness with each of the 3 words,no,70
611cdbc193e877feb68b0765,66dd0fe39bfb33794b562bc9,absent,70,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:19:29.019Z,I DIDN'T REALLY HAVE A STRATEGY. I AM USED TO PUZZLES LIKE THIS. HOWEVER THE PRACTICE RUNS DID NOT HELP MUCH AS THEY DID NOT SUGGEST THE ASSOCIATED WORD COULD COME BEFORE OR AFTER THE OTHER WORDS.,I HAD NO IDEA WHAT THE SNAKE GAME WAS SUPPOSED TO BE OR WHAT I WAS SUPPOSED TO DO!,70
652942ba7a6bc3c9f6aa792d,66dd0fe39bfb33794b562bc9,absent,63,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:21:22.096Z,I don't think I got those right but I was just trying to think to every possible word I could find with those in,no,37
6416533bd4ee6639c3df6040,66dd0fe39bfb33794b562bc9,generate,65,More excited than concerned,Very difficult,More excited than concerned,Agree,Not at all helpful,0,2024-09-09T15:20:36.495Z,I just racked my brains using trial and error with different words I could think of. I also tried to imagine what the AI might have said,No:),60
66c686100aca48f274b1251e,66dd0fe39bfb33794b562bc9,coach,55,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:21:01.564Z,rhyming,no,43
66adf6f866c44ee3bcae4aad,66dd0fe39bfb33794b562bc9,coach,6,Equally excited and concerned,Very easy,Equally excited and concerned,Neutral,Very helpful,0,2024-09-09T15:22:03.325Z,Saying them outloud and seeing if I can think of a word that fitted the ending,no,6
60f34fcae3c49524b0903a5d,66dd0fe39bfb33794b562bc9,generate,58,More excited than concerned,Very difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:19:12.318Z,Trying to quickly come up with a word that made sense,no,40
66047cf334cba5fe8be31eeb,66dd0fe39bfb33794b562bc9,generate,54,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:20:29.983Z,No strategy,no,54
66685862b497a8e4aa53ebaf,66dd0fe39bfb33794b562bc9,absent,35,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:17:00.407Z,saying it out loud,no,34
5c0a502a2bfc8b0001813992,66dd0fe39bfb33794b562bc9,coach,83,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:20:47.234Z,I just went through the options and picked the word which was the best match.,No,64
665b3d986d036dd09e90668c,66dd0fe39bfb33794b562bc9,coach,20,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:20:39.887Z,Easier as not conditioned by the AI suggestions,No,20
6672db04ba2c1fb145dcf6dc,66dd0fe39bfb33794b562bc9,absent,73,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:20:27.482Z,just trying to think of a word which applies to each one of the words shown,no,76
5e130b3f54e2f09436f73393,66dd0fe39bfb33794b562bc9,coach,26,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:21:41.836Z,I tried to make words from at least one on the hope I could match with the others.,no,60
5ea00c9769e0250009a479df,66dd0fe39bfb33794b562bc9,absent,1,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:22:22.184Z,just trying to find connections,Did not know the game of snake at all so couldn't do that,3
5a496776f7b7bc00014e1150,66dd0fe39bfb33794b562bc9,generate,35,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:20:50.508Z,I didn't have a strategy other than looking at the words then thinking,No,35
66718e0e5adb631892039d1a,66dd0fe39bfb33794b562bc9,generate,65,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:51.132Z,i thought of common objects or things from everyday life,no,65
66846ee7868fdf3faaa43af3,66dd0fe39bfb33794b562bc9,generate,23,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:21:43.851Z,think of words to go with each word - but I couldn't think of any other words to go with tar,no,23
5f5be3a740d99b3b4425d35b,66dd0fe39bfb33794b562bc9,generate,40,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:20:50.206Z,I didn't really have a strategy; they just popped in my head when I read the words.,No,40
65c8d70512b2fc050e53d0d1,66dd0fe39bfb33794b562bc9,absent,12,More excited than concerned,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:22:28.030Z,I thought of the words that associated most,no,12
5a8edb14b093f80001a83682,66dd0fe39bfb33794b562bc9,generate,41,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:21:33.863Z,deep thinking,no,41
5dee48a67309b94df13ddbce,66dd0fe39bfb33794b562bc9,generate,19,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:07.872Z,no idea. just trying to find a link.,no,6
5feaeb826079e1ad64f691f6,66dd0fe39bfb33794b562bc9,coach,70,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:21:18.295Z,just thinking of words that went with one word and checking against the others,no,74
6400e36915737958cf326f12,66dd0fe39bfb33794b562bc9,absent,75,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:56.464Z,it just popped into my head automatically. i enjoy word games so this was an easy one,no,75
55c09e19fdf99b16c1fa925d,66dd0fe39bfb33794b562bc9,generate,50,More excited than concerned,Somewhat easy,More excited than concerned,Agree,Not at all helpful,0,2024-09-09T15:22:56.629Z,Look at the least common word and think of what words are normally associated with them then try to match with the rest,N/A,50
5ea0b2cbf710490ac2644b7e,66dd0fe39bfb33794b562bc9,absent,65,More concerned than excited,Very easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:20:53.104Z,Brainstorming ideas but words linked to first word triggered links to the others,no,70
665e0faa748512c88de27385,66dd0fe39bfb33794b562bc9,coach,99,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:19:39.239Z,remembering common word phrases,Only at the beginning during practice rounds,100
66d8cdd6e240dad83cd48a48,66dd0fe39bfb33794b562bc9,generate,69,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:21:15.638Z,First word that sounded vaguely correct,No,10
6617d376619a2b4541498f2c,66dd0fe39bfb33794b562bc9,coach,42,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:22.569Z,"I DIDN'T REALLY HAVE ONE, I JUST TRIED TO THINK OF A WORD",NONE,16
5e7112783f1bd301e39e60a2,66dd0fe39bfb33794b562bc9,generate,31,More excited than concerned,Somewhat easy,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:21:31.510Z,Go through each word and think of things associated with it. I would go through each word and then eventually decide on one that is a running theme through them all.,None.,35
66dc1bd76010ae151d0d9b48,66dd0fe39bfb33794b562bc9,coach,70,More concerned than excited,Somewhat easy,More concerned than excited,Neutral,A little helpful,0,2024-09-09T15:20:37.613Z,saying the words out loud and see what words sprang to mind,no,70
66c8cc7f809d4f9a7195bac3,66dd0fe39bfb33794b562bc9,generate,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Disagree,A little helpful,0,2024-09-09T15:22:52.669Z,Reading through each of the words,no,50
66c8cc7f809d4f9a7195bac3,66dd0fe39bfb33794b562bc9,generate,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Disagree,A little helpful,0,2024-09-09T15:22:52.669Z,Reading through each of the words,no,50
667dcf1309a59ce9ec44022b,66dd0fe39bfb33794b562bc9,absent,100,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:38:30.387Z,looking at the first word,no,66
64e61891542003e1b394bad3,66dd0fe39bfb33794b562bc9,generate,55,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:21:54.264Z,They're words I already knew.,No,50
6130bf45d26aace770c8a217,66dd0fe39bfb33794b562bc9,generate,9,More excited than concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:20:46.195Z,I didn't have a strategy I just tried the words that came into my head,No,2
6690273fdda6669878bfa9be,66dd0fe39bfb33794b562bc9,generate,62,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:22:08.298Z,I am not sure they were correct. It was difficult against the clock. I read them out loud.,No,41
637f7c9a658dbd7bcdd9e1ad,66dd0fe39bfb33794b562bc9,coach,12,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:21:23.200Z,saying words out loud,no,12
60867f15c6327e78242c627c,66dd0fe39bfb33794b562bc9,absent,59,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Not at all helpful,5.941,2024-09-09T15:19:55.681Z,No strategy needed as usually you know straight away but sage brush isn't a widely used term in the UK so took a bit longer,no,55
5e8dc6bc28369e029ed35df8,66dd0fe39bfb33794b562bc9,generate,50,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:22:42.996Z,JUST THOUGHT OF A WORD THAT WORKED,NO,50
65cbbbcc5c1ef8b850c91eb5,66dd0fe39bfb33794b562bc9,coach,73,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:21:52.112Z,Quciklt tested first idea for  first word to find a common fit,None,72
63e3ae9a69fe37cb356d7867,66dd0fe39bfb33794b562bc9,generate,53,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:19:53.389Z,creative thinking,no,48
667c2ffb9987a73d9b824942,66dd0fe39bfb33794b562bc9,generate,77,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:21:59.164Z,Finding a words for the harder of the three,ni,80
5c3345eab24ab90001f53364,66dd0fe39bfb33794b562bc9,generate,55,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:23:27.572Z,brainstorming words for the most unsual of the 3,no,55
