workerid,hitId,condition,phase,item_name,response,onTime,is_correct
5adae3ebdec767000128c131,66dd0fe39bfb33794b562bc9,coach,practice,turn,staff,False,False
5adae3ebdec767000128c131,66dd0fe39bfb33794b562bc9,coach,test,hole,show,True,False
5adae3ebdec767000128c131,66dd0fe39bfb33794b562bc9,coach,test,blue,black,True,False
5929d9db8bc6770001fc1e50,66dd0fe39bfb33794b562bc9,generate,practice,cart,cart,True,True
5929d9db8bc6770001fc1e50,66dd0fe39bfb33794b562bc9,generate,practice,blue,blue,True,True
5929d9db8bc6770001fc1e50,66dd0fe39bfb33794b562bc9,generate,practice,pot,pot,True,True
5929d9db8bc6770001fc1e50,66dd0fe39bfb33794b562bc9,generate,test,day,day,True,True
5929d9db8bc6770001fc1e50,66dd0fe39bfb33794b562bc9,generate,test,bank,bed,True,False
5c7fb5f2e87c1c00168a7de3,66dd0fe39bfb33794b562bc9,absent,practice,door,door,True,True
5c7fb5f2e87c1c00168a7de3,66dd0fe39bfb33794b562bc9,absent,practice,street,electric,True,False
5c7fb5f2e87c1c00168a7de3,66dd0fe39bfb33794b562bc9,absent,practice,snow,snow,True,True
5c7fb5f2e87c1c00168a7de3,66dd0fe39bfb33794b562bc9,absent,test,band,can't!,False,False
5c7fb5f2e87c1c00168a7de3,66dd0fe39bfb33794b562bc9,absent,test,space,space,True,True
661321d14ac82d926baf6ba3,66dd0fe39bfb33794b562bc9,absent,practice,turn,fur,True,False
661321d14ac82d926baf6ba3,66dd0fe39bfb33794b562bc9,absent,practice,long,long,True,True
661321d14ac82d926baf6ba3,66dd0fe39bfb33794b562bc9,absent,practice,ball,white,True,False
661321d14ac82d926baf6ba3,66dd0fe39bfb33794b562bc9,absent,test,soap,house,True,False
661321d14ac82d926baf6ba3,66dd0fe39bfb33794b562bc9,absent,test,candle,party,True,False
59b044b4d98aab00019bad5a,66dd0fe39bfb33794b562bc9,absent,practice,band,band,True,True
59b044b4d98aab00019bad5a,66dd0fe39bfb33794b562bc9,absent,practice,day,Tea,True,False
59b044b4d98aab00019bad5a,66dd0fe39bfb33794b562bc9,absent,practice,door,Door,True,True
59b044b4d98aab00019bad5a,66dd0fe39bfb33794b562bc9,absent,test,pit,pit,True,True
59b044b4d98aab00019bad5a,66dd0fe39bfb33794b562bc9,absent,test,horn,horn,True,True
5983095e9bf4fe0001071115,66dd0fe39bfb33794b562bc9,generate,practice,tree,tree,True,True
5983095e9bf4fe0001071115,66dd0fe39bfb33794b562bc9,generate,practice,common,common,True,True
5983095e9bf4fe0001071115,66dd0fe39bfb33794b562bc9,generate,practice,door,door,True,True
5983095e9bf4fe0001071115,66dd0fe39bfb33794b562bc9,generate,test,horn,polish,True,False
5983095e9bf4fe0001071115,66dd0fe39bfb33794b562bc9,generate,test,saw,baby,True,False
5c0ca233632102000147c7db,66dd0fe39bfb33794b562bc9,generate,practice,blood,blood,True,True
5c0ca233632102000147c7db,66dd0fe39bfb33794b562bc9,generate,practice,snow,snow,True,True
5c0ca233632102000147c7db,66dd0fe39bfb33794b562bc9,generate,practice,common,common,True,True
5c0ca233632102000147c7db,66dd0fe39bfb33794b562bc9,generate,test,long,band,False,False
5c0ca233632102000147c7db,66dd0fe39bfb33794b562bc9,generate,test,soap,soap,True,True
5d128047b88c440001294edd,66dd0fe39bfb33794b562bc9,absent,practice,hole,show,True,False
5d128047b88c440001294edd,66dd0fe39bfb33794b562bc9,absent,practice,space,wreck,True,False
5d128047b88c440001294edd,66dd0fe39bfb33794b562bc9,absent,practice,girl,best,True,False
5d128047b88c440001294edd,66dd0fe39bfb33794b562bc9,absent,test,horn,horn,True,True
5d128047b88c440001294edd,66dd0fe39bfb33794b562bc9,absent,test,soap,soap,True,True
5f4fbebb8bb76c0c01881651,66dd0fe39bfb33794b562bc9,coach,practice,street,street,True,True
5f4fbebb8bb76c0c01881651,66dd0fe39bfb33794b562bc9,coach,practice,soap,soap,True,True
5f4fbebb8bb76c0c01881651,66dd0fe39bfb33794b562bc9,coach,practice,horn,polish,True,False
5f4fbebb8bb76c0c01881651,66dd0fe39bfb33794b562bc9,coach,test,pit,pink,True,False
5f4fbebb8bb76c0c01881651,66dd0fe39bfb33794b562bc9,coach,test,band,band,True,True
66a02d9f096b73fc1911bf25,66dd0fe39bfb33794b562bc9,absent,practice,soap,shake,False,False
66a02d9f096b73fc1911bf25,66dd0fe39bfb33794b562bc9,absent,practice,girl,group,True,False
66a02d9f096b73fc1911bf25,66dd0fe39bfb33794b562bc9,absent,practice,brush,white,True,False
66a02d9f096b73fc1911bf25,66dd0fe39bfb33794b562bc9,absent,test,horn,foreign,True,False
66a02d9f096b73fc1911bf25,66dd0fe39bfb33794b562bc9,absent,test,snow,snow,True,True
58eeb1f3575c01000180b0a2,66dd0fe39bfb33794b562bc9,absent,practice,bank,bank,True,True
58eeb1f3575c01000180b0a2,66dd0fe39bfb33794b562bc9,absent,practice,street,hall,True,False
58eeb1f3575c01000180b0a2,66dd0fe39bfb33794b562bc9,absent,practice,common,high,True,False
58eeb1f3575c01000180b0a2,66dd0fe39bfb33794b562bc9,absent,test,cart,cart,True,True
58eeb1f3575c01000180b0a2,66dd0fe39bfb33794b562bc9,absent,test,door,shoot,True,False
5c0f3c41a166d70001387ab2,66dd0fe39bfb33794b562bc9,absent,practice,space,space,True,True
5c0f3c41a166d70001387ab2,66dd0fe39bfb33794b562bc9,absent,practice,bar,none,False,False
5c0f3c41a166d70001387ab2,66dd0fe39bfb33794b562bc9,absent,practice,snow,none,False,False
5c0f3c41a166d70001387ab2,66dd0fe39bfb33794b562bc9,absent,test,common,common,True,True
5c0f3c41a166d70001387ab2,66dd0fe39bfb33794b562bc9,absent,test,band,band,True,True
5c28b31a0091e40001ca5030,66dd0fe39bfb33794b562bc9,coach,practice,coat,coat,True,True
5c28b31a0091e40001ca5030,66dd0fe39bfb33794b562bc9,coach,practice,gold,gold,True,True
5c28b31a0091e40001ca5030,66dd0fe39bfb33794b562bc9,coach,practice,soap,soap,True,True
5c28b31a0091e40001ca5030,66dd0fe39bfb33794b562bc9,coach,test,girl,boy,True,False
5c28b31a0091e40001ca5030,66dd0fe39bfb33794b562bc9,coach,test,saw,clean,True,False
66b3926a1f92875872e81646,66dd0fe39bfb33794b562bc9,coach,practice,long,long,True,True
66b3926a1f92875872e81646,66dd0fe39bfb33794b562bc9,coach,practice,candle,fun,True,False
66b3926a1f92875872e81646,66dd0fe39bfb33794b562bc9,coach,practice,girl,girl,True,True
66b3926a1f92875872e81646,66dd0fe39bfb33794b562bc9,coach,test,turn,hand,True,False
66b3926a1f92875872e81646,66dd0fe39bfb33794b562bc9,coach,test,street,floor,True,False
66d04b4f8c9b90e6012a510e,66dd0fe39bfb33794b562bc9,generate,practice,brush,Brush,True,True
66d04b4f8c9b90e6012a510e,66dd0fe39bfb33794b562bc9,generate,practice,bar,bar,True,True
66d04b4f8c9b90e6012a510e,66dd0fe39bfb33794b562bc9,generate,practice,trap,trap,True,True
66d04b4f8c9b90e6012a510e,66dd0fe39bfb33794b562bc9,generate,test,girl,girl,True,True
66d04b4f8c9b90e6012a510e,66dd0fe39bfb33794b562bc9,generate,test,space,space,True,True
655787260bb8fc2312e39cd5,66dd0fe39bfb33794b562bc9,generate,practice,space,Space,True,True
655787260bb8fc2312e39cd5,66dd0fe39bfb33794b562bc9,generate,practice,bar,Bar,True,True
655787260bb8fc2312e39cd5,66dd0fe39bfb33794b562bc9,generate,practice,spider,Spider,True,True
655787260bb8fc2312e39cd5,66dd0fe39bfb33794b562bc9,generate,test,cart,Bag,True,False
655787260bb8fc2312e39cd5,66dd0fe39bfb33794b562bc9,generate,test,tree,Tree,True,True
5edff4f2ffed853362263267,66dd0fe39bfb33794b562bc9,coach,practice,gold,Gold,True,True
5edff4f2ffed853362263267,66dd0fe39bfb33794b562bc9,coach,practice,turn,Fish,True,False
5edff4f2ffed853362263267,66dd0fe39bfb33794b562bc9,coach,practice,hole,hole,True,True
5edff4f2ffed853362263267,66dd0fe39bfb33794b562bc9,coach,test,door,door,True,True
5edff4f2ffed853362263267,66dd0fe39bfb33794b562bc9,coach,test,ball,Ball,True,True
562a00dac8ffc20012513fbe,66dd0fe39bfb33794b562bc9,absent,practice,soap,soap,True,True
562a00dac8ffc20012513fbe,66dd0fe39bfb33794b562bc9,absent,practice,saw,saw,True,True
562a00dac8ffc20012513fbe,66dd0fe39bfb33794b562bc9,absent,practice,pot,pot,True,True
562a00dac8ffc20012513fbe,66dd0fe39bfb33794b562bc9,absent,test,blood,blood,True,True
562a00dac8ffc20012513fbe,66dd0fe39bfb33794b562bc9,absent,test,cart,cart,True,True
6694f7d49935de46241d49b3,66dd0fe39bfb33794b562bc9,coach,practice,coat,coat,True,True
6694f7d49935de46241d49b3,66dd0fe39bfb33794b562bc9,coach,practice,snow,snow,True,True
6694f7d49935de46241d49b3,66dd0fe39bfb33794b562bc9,coach,practice,horn,tip,False,False
6694f7d49935de46241d49b3,66dd0fe39bfb33794b562bc9,coach,test,day,switch,True,False
6694f7d49935de46241d49b3,66dd0fe39bfb33794b562bc9,coach,test,pit,tea,True,False
5d3bfbebfd9694001a2d0f99,66dd0fe39bfb33794b562bc9,generate,practice,saw,saw,True,True
5d3bfbebfd9694001a2d0f99,66dd0fe39bfb33794b562bc9,generate,practice,street,street,True,True
5d3bfbebfd9694001a2d0f99,66dd0fe39bfb33794b562bc9,generate,practice,coat,Coat,True,True
5d3bfbebfd9694001a2d0f99,66dd0fe39bfb33794b562bc9,generate,test,camp,mid,False,False
5d3bfbebfd9694001a2d0f99,66dd0fe39bfb33794b562bc9,generate,test,bar,bar,True,True
61671a9d42eb53946faa44c2,66dd0fe39bfb33794b562bc9,coach,practice,band,band,True,True
61671a9d42eb53946faa44c2,66dd0fe39bfb33794b562bc9,coach,practice,candle,candle,True,True
61671a9d42eb53946faa44c2,66dd0fe39bfb33794b562bc9,coach,practice,girl,boy,True,False
61671a9d42eb53946faa44c2,66dd0fe39bfb33794b562bc9,coach,test,saw,Saw,True,True
61671a9d42eb53946faa44c2,66dd0fe39bfb33794b562bc9,coach,test,blue,early,True,False
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,practice,blue,black,True,False
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,practice,cart,cart,True,True
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,practice,bank,bank,True,True
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,test,pit,tree,True,False
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,test,day,day,True,True
5eb811d9d978b174c3a80141,66dd0fe39bfb33794b562bc9,generate,practice,soap,soap,True,True
5eb811d9d978b174c3a80141,66dd0fe39bfb33794b562bc9,generate,practice,candle,Candle,True,True
5eb811d9d978b174c3a80141,66dd0fe39bfb33794b562bc9,generate,practice,pot,pot,True,True
5eb811d9d978b174c3a80141,66dd0fe39bfb33794b562bc9,generate,test,brush,green,True,False
5eb811d9d978b174c3a80141,66dd0fe39bfb33794b562bc9,generate,test,bar,bar,True,True
62029c74ef1cb18a1337c9f8,66dd0fe39bfb33794b562bc9,generate,practice,snow,Snow,True,True
62029c74ef1cb18a1337c9f8,66dd0fe39bfb33794b562bc9,generate,practice,band,Band,True,True
62029c74ef1cb18a1337c9f8,66dd0fe39bfb33794b562bc9,generate,practice,cart,Bag,True,False
62029c74ef1cb18a1337c9f8,66dd0fe39bfb33794b562bc9,generate,test,tree,tree,True,True
62029c74ef1cb18a1337c9f8,66dd0fe39bfb33794b562bc9,generate,test,gold,gold,True,True
6659e562c7db23b188ccbad3,66dd0fe39bfb33794b562bc9,generate,practice,coat,Coat,True,True
6659e562c7db23b188ccbad3,66dd0fe39bfb33794b562bc9,generate,practice,camp,Camp,True,True
6659e562c7db23b188ccbad3,66dd0fe39bfb33794b562bc9,generate,practice,band,Band,True,True
6659e562c7db23b188ccbad3,66dd0fe39bfb33794b562bc9,generate,test,blue,Black,True,False
6659e562c7db23b188ccbad3,66dd0fe39bfb33794b562bc9,generate,test,tree,Tree,True,True
666edcb0dc9f2e1de77b2e9e,66dd0fe39bfb33794b562bc9,absent,practice,street,street,True,True
666edcb0dc9f2e1de77b2e9e,66dd0fe39bfb33794b562bc9,absent,practice,door,shot,True,False
666edcb0dc9f2e1de77b2e9e,66dd0fe39bfb33794b562bc9,absent,practice,turn,turn,True,True
666edcb0dc9f2e1de77b2e9e,66dd0fe39bfb33794b562bc9,absent,test,camp,camp,True,True
666edcb0dc9f2e1de77b2e9e,66dd0fe39bfb33794b562bc9,absent,test,soap,soap,True,True
665e0b476729405c7a659960,66dd0fe39bfb33794b562bc9,coach,practice,bank,pad,True,False
665e0b476729405c7a659960,66dd0fe39bfb33794b562bc9,coach,practice,trap,animal,True,False
665e0b476729405c7a659960,66dd0fe39bfb33794b562bc9,coach,practice,turn,insect,True,False
665e0b476729405c7a659960,66dd0fe39bfb33794b562bc9,coach,test,door,tap,True,False
665e0b476729405c7a659960,66dd0fe39bfb33794b562bc9,coach,test,snow,chocolate,True,False
5ec6d054e1f1a71078cfbcda,66dd0fe39bfb33794b562bc9,absent,practice,saw,saw,True,True
5ec6d054e1f1a71078cfbcda,66dd0fe39bfb33794b562bc9,absent,practice,brush,brush,True,True
5ec6d054e1f1a71078cfbcda,66dd0fe39bfb33794b562bc9,absent,practice,space,space,True,True
5ec6d054e1f1a71078cfbcda,66dd0fe39bfb33794b562bc9,absent,test,snow,phone,True,False
5ec6d054e1f1a71078cfbcda,66dd0fe39bfb33794b562bc9,absent,test,camp,shoe,True,False
58bb48b71c81f300014468a3,66dd0fe39bfb33794b562bc9,generate,practice,bank,bank,True,True
58bb48b71c81f300014468a3,66dd0fe39bfb33794b562bc9,generate,practice,turn,railway,False,False
58bb48b71c81f300014468a3,66dd0fe39bfb33794b562bc9,generate,practice,hole,hole,True,True
58bb48b71c81f300014468a3,66dd0fe39bfb33794b562bc9,generate,test,common,common,True,True
58bb48b71c81f300014468a3,66dd0fe39bfb33794b562bc9,generate,test,bar,standard,True,False
5ea04f7f43bc6507508c9aba,66dd0fe39bfb33794b562bc9,coach,practice,brush,brush,True,True
5ea04f7f43bc6507508c9aba,66dd0fe39bfb33794b562bc9,coach,practice,cart,bag,False,False
5ea04f7f43bc6507508c9aba,66dd0fe39bfb33794b562bc9,coach,practice,day,day,True,True
5ea04f7f43bc6507508c9aba,66dd0fe39bfb33794b562bc9,coach,test,candle,candle,True,True
5ea04f7f43bc6507508c9aba,66dd0fe39bfb33794b562bc9,coach,test,street,street,True,True
66cf306107ad4fcf4bef6f2f,66dd0fe39bfb33794b562bc9,absent,practice,ball,ball,False,True
66cf306107ad4fcf4bef6f2f,66dd0fe39bfb33794b562bc9,absent,practice,saw,brush,False,False
66cf306107ad4fcf4bef6f2f,66dd0fe39bfb33794b562bc9,absent,practice,space,space,True,True
66cf306107ad4fcf4bef6f2f,66dd0fe39bfb33794b562bc9,absent,test,gold,star,False,False
66cf306107ad4fcf4bef6f2f,66dd0fe39bfb33794b562bc9,absent,test,blood,blood,True,True
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,practice,spider,animal,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,practice,common,manners,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,practice,horn,culture,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,test,tree,Manmade,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,test,blood,gun,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,practice,spider,animal,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,practice,common,manners,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,practice,horn,culture,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,test,tree,Manmade,True,False
5edfa521bf391228b2b06a80,66dd0fe39bfb33794b562bc9,coach,test,blood,gun,True,False
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,practice,blue,black,True,False
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,practice,cart,cart,True,True
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,practice,bank,bank,True,True
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,test,pit,tree,True,False
644b8b2b8ab902554e307f27,66dd0fe39bfb33794b562bc9,absent,test,day,day,True,True
6384e15759e14ef5020366fd,66dd0fe39bfb33794b562bc9,coach,practice,girl,girl,True,True
6384e15759e14ef5020366fd,66dd0fe39bfb33794b562bc9,coach,practice,band,band,True,True
6384e15759e14ef5020366fd,66dd0fe39bfb33794b562bc9,coach,practice,blood,blood,True,True
6384e15759e14ef5020366fd,66dd0fe39bfb33794b562bc9,coach,test,camp,camp,True,True
6384e15759e14ef5020366fd,66dd0fe39bfb33794b562bc9,coach,test,common,common,True,True
668e895693c5b4a23b6d8ae4,66dd0fe39bfb33794b562bc9,coach,practice,bar,Pure,False,False
668e895693c5b4a23b6d8ae4,66dd0fe39bfb33794b562bc9,coach,practice,gold,Ice,True,False
668e895693c5b4a23b6d8ae4,66dd0fe39bfb33794b562bc9,coach,practice,hole,Quick,False,False
668e895693c5b4a23b6d8ae4,66dd0fe39bfb33794b562bc9,coach,test,blue,Smart,True,False
668e895693c5b4a23b6d8ae4,66dd0fe39bfb33794b562bc9,coach,test,candle,Party,True,False
5ae09751e0feeb0001caf94d,66dd0fe39bfb33794b562bc9,generate,practice,door,Door,True,True
5ae09751e0feeb0001caf94d,66dd0fe39bfb33794b562bc9,generate,practice,blood,Blood,True,True
5ae09751e0feeb0001caf94d,66dd0fe39bfb33794b562bc9,generate,practice,day,Day,True,True
5ae09751e0feeb0001caf94d,66dd0fe39bfb33794b562bc9,generate,test,girl,Girl,True,True
5ae09751e0feeb0001caf94d,66dd0fe39bfb33794b562bc9,generate,test,spider,Spider,True,True
669035c96802d4435474db44,66dd0fe39bfb33794b562bc9,coach,practice,ball,ball,True,True
669035c96802d4435474db44,66dd0fe39bfb33794b562bc9,coach,practice,soap,singer,False,False
669035c96802d4435474db44,66dd0fe39bfb33794b562bc9,coach,practice,door,door,True,True
669035c96802d4435474db44,66dd0fe39bfb33794b562bc9,coach,test,saw,fairy,True,False
669035c96802d4435474db44,66dd0fe39bfb33794b562bc9,coach,test,day,night,True,False
59fa3f3705d1d60001f149da,66dd0fe39bfb33794b562bc9,generate,practice,space,space,True,True
59fa3f3705d1d60001f149da,66dd0fe39bfb33794b562bc9,generate,practice,soap,soap,True,True
59fa3f3705d1d60001f149da,66dd0fe39bfb33794b562bc9,generate,practice,spider,spider,True,True
59fa3f3705d1d60001f149da,66dd0fe39bfb33794b562bc9,generate,test,door,heat,True,False
59fa3f3705d1d60001f149da,66dd0fe39bfb33794b562bc9,generate,test,camp,camp,True,True
63ceed4669bb4db75ade6a1c,66dd0fe39bfb33794b562bc9,absent,practice,cart,cart,True,True
63ceed4669bb4db75ade6a1c,66dd0fe39bfb33794b562bc9,absent,practice,space,space,True,True
63ceed4669bb4db75ade6a1c,66dd0fe39bfb33794b562bc9,absent,practice,tree,tree,True,True
63ceed4669bb4db75ade6a1c,66dd0fe39bfb33794b562bc9,absent,test,snow,snow,True,True
63ceed4669bb4db75ade6a1c,66dd0fe39bfb33794b562bc9,absent,test,pot,pot,True,True
5d514a73f20feb00160b5e0e,66dd0fe39bfb33794b562bc9,coach,practice,blue,straw,True,False
5d514a73f20feb00160b5e0e,66dd0fe39bfb33794b562bc9,coach,practice,blood,grey,True,False
5d514a73f20feb00160b5e0e,66dd0fe39bfb33794b562bc9,coach,practice,common,call,True,False
5d514a73f20feb00160b5e0e,66dd0fe39bfb33794b562bc9,coach,test,horn,fashion,True,False
5d514a73f20feb00160b5e0e,66dd0fe39bfb33794b562bc9,coach,test,bar,leg,True,False
634689209c4779c9b181ff9f,66dd0fe39bfb33794b562bc9,coach,practice,street,BULB,False,False
634689209c4779c9b181ff9f,66dd0fe39bfb33794b562bc9,coach,practice,door,DOOR,False,True
634689209c4779c9b181ff9f,66dd0fe39bfb33794b562bc9,coach,practice,girl,BOY,True,False
634689209c4779c9b181ff9f,66dd0fe39bfb33794b562bc9,coach,test,blue,BLUE,True,True
634689209c4779c9b181ff9f,66dd0fe39bfb33794b562bc9,coach,test,saw,BRUSH,True,False
6659d82d38b4b8b14d633afd,66dd0fe39bfb33794b562bc9,absent,practice,spider,spider,True,True
6659d82d38b4b8b14d633afd,66dd0fe39bfb33794b562bc9,absent,practice,blood,meter,False,False
6659d82d38b4b8b14d633afd,66dd0fe39bfb33794b562bc9,absent,practice,space,space,True,True
6659d82d38b4b8b14d633afd,66dd0fe39bfb33794b562bc9,absent,test,door,time,True,False
6659d82d38b4b8b14d633afd,66dd0fe39bfb33794b562bc9,absent,test,trap,great,False,False
62a12aee913c1c1a20613418,66dd0fe39bfb33794b562bc9,coach,practice,horn,horn,True,True
62a12aee913c1c1a20613418,66dd0fe39bfb33794b562bc9,coach,practice,pot,pot,True,True
62a12aee913c1c1a20613418,66dd0fe39bfb33794b562bc9,coach,practice,common,common,True,True
62a12aee913c1c1a20613418,66dd0fe39bfb33794b562bc9,coach,test,snow,traffic,True,False
62a12aee913c1c1a20613418,66dd0fe39bfb33794b562bc9,coach,test,blood,high,True,False
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,practice,trap,trap,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,practice,girl,girl,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,practice,tree,tree,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,test,brush,brush,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,test,coat,coat,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,practice,trap,trap,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,practice,girl,girl,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,practice,tree,tree,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,test,brush,brush,True,True
66601c6b206fb7fc6c48ab34,66dd0fe39bfb33794b562bc9,coach,test,coat,coat,True,True
61112576c81c42b0409bd52a,66dd0fe39bfb33794b562bc9,coach,practice,pit,PIT,False,True
61112576c81c42b0409bd52a,66dd0fe39bfb33794b562bc9,coach,practice,blood,BLOOD,True,True
61112576c81c42b0409bd52a,66dd0fe39bfb33794b562bc9,coach,practice,day,DAY,True,True
61112576c81c42b0409bd52a,66dd0fe39bfb33794b562bc9,coach,test,cart,CART,True,True
61112576c81c42b0409bd52a,66dd0fe39bfb33794b562bc9,coach,test,band,BAND,True,True
62c47e133958edd348b6b525,66dd0fe39bfb33794b562bc9,absent,practice,blood,rifle,True,False
62c47e133958edd348b6b525,66dd0fe39bfb33794b562bc9,absent,practice,coat,coat,True,True
62c47e133958edd348b6b525,66dd0fe39bfb33794b562bc9,absent,practice,door,rat,True,False
62c47e133958edd348b6b525,66dd0fe39bfb33794b562bc9,absent,test,soap,soap,True,True
62c47e133958edd348b6b525,66dd0fe39bfb33794b562bc9,absent,test,long,long,True,True
58bd6fb131de840001e84778,66dd0fe39bfb33794b562bc9,absent,practice,tree,tree,True,True
58bd6fb131de840001e84778,66dd0fe39bfb33794b562bc9,absent,practice,saw,none,False,False
58bd6fb131de840001e84778,66dd0fe39bfb33794b562bc9,absent,practice,horn,none,False,False
58bd6fb131de840001e84778,66dd0fe39bfb33794b562bc9,absent,test,door,door,True,True
58bd6fb131de840001e84778,66dd0fe39bfb33794b562bc9,absent,test,band,band,True,True
62cdb59eb5cfe2052ca5074c,66dd0fe39bfb33794b562bc9,absent,practice,horn,horn,True,True
62cdb59eb5cfe2052ca5074c,66dd0fe39bfb33794b562bc9,absent,practice,girl,ship,True,False
62cdb59eb5cfe2052ca5074c,66dd0fe39bfb33794b562bc9,absent,practice,camp,sale,True,False
62cdb59eb5cfe2052ca5074c,66dd0fe39bfb33794b562bc9,absent,test,long,long,True,True
62cdb59eb5cfe2052ca5074c,66dd0fe39bfb33794b562bc9,absent,test,candle,day,True,False
5f0c86cbe4af1361b7158f3e,66dd0fe39bfb33794b562bc9,coach,practice,band,band,True,True
5f0c86cbe4af1361b7158f3e,66dd0fe39bfb33794b562bc9,coach,practice,day,day,True,True
5f0c86cbe4af1361b7158f3e,66dd0fe39bfb33794b562bc9,coach,practice,space,space,True,True
5f0c86cbe4af1361b7158f3e,66dd0fe39bfb33794b562bc9,coach,test,bank,bank,True,True
5f0c86cbe4af1361b7158f3e,66dd0fe39bfb33794b562bc9,coach,test,spider,spider,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,practice,candle,candle,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,practice,trap,trap,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,practice,long,long,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,test,turn,turn,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,test,horn,horn,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,practice,candle,candle,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,practice,trap,trap,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,practice,long,long,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,test,turn,turn,True,True
5dd5abc7798297563cfb2161,66dd0fe39bfb33794b562bc9,generate,test,horn,horn,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,practice,tree,tree,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,practice,long,long,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,practice,day,day,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,test,cart,cart,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,test,saw,brush,True,False
6127d9f67a9a57d0ef7a6f52,66dd0fe39bfb33794b562bc9,generate,practice,spider,spider,True,True
6127d9f67a9a57d0ef7a6f52,66dd0fe39bfb33794b562bc9,generate,practice,street,street,True,True
6127d9f67a9a57d0ef7a6f52,66dd0fe39bfb33794b562bc9,generate,practice,bank,bank,True,True
6127d9f67a9a57d0ef7a6f52,66dd0fe39bfb33794b562bc9,generate,test,brush,brush,True,True
6127d9f67a9a57d0ef7a6f52,66dd0fe39bfb33794b562bc9,generate,test,pot,pot,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,practice,tree,tree,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,practice,long,long,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,practice,day,day,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,test,cart,cart,True,True
66b0e5415608da17eac45906,66dd0fe39bfb33794b562bc9,generate,test,saw,brush,True,False
652bf847a639f4cb5c297156,66dd0fe39bfb33794b562bc9,coach,practice,street,switch,True,False
652bf847a639f4cb5c297156,66dd0fe39bfb33794b562bc9,coach,practice,trap,animal,True,False
652bf847a639f4cb5c297156,66dd0fe39bfb33794b562bc9,coach,practice,camp,car,True,False
